,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
755,756,110000,12/3/2021,"4748 W Encanto Blvd, Phoenix, AZ, 85035",1570.0,sqft,70.06,6281.0,sqft,2.0,2.0,4748 W Encanto Blvd,Phoenix,85035,1,"4748 W ENCANTO BLVD, PHOENIX, AZ, 85035",-112.16185439160068,33.473275179834786
756,757,110000,6/9/2021,"2537 W Georgia Ave APT 5, Phoenix, AZ, 85017",792.0,sqft,138.89,811.0,sqft,2.0,1.0,2537 W Georgia Ave APT 5,Phoenix,85017,1,"2537 W GEORGIA AVE, PHOENIX, AZ, 85017",-112.11416008765747,33.51488618287357
757,758,110000,6/30/2021,"2121 W Royal Palm Rd APT 2074, Phoenix, AZ, 85021",632.0,sqft,174.05,741.0,sqft,1.0,1.0,2121 W Royal Palm Rd APT 2074,Phoenix,85021,1,"2121 W ROYAL PALM RD, PHOENIX, AZ, 85021",-112.10550244255325,33.55497716576633
758,759,110000,6/30/2021,"4750 N Central Ave UNIT 7S, Phoenix, AZ, 85012",442.0,sqft,248.87,439.0,sqft,,1.0,4750 N Central Ave UNIT 7S,Phoenix,85012,1,"4750 N CENTRAL AVE, PHOENIX, AZ, 85012",-112.0738263994404,33.50574741280093
759,760,110000,9/17/2021,"2150 W Missouri Ave APT 115, Phoenix, AZ, 85015",448.0,sqft,245.54,512.0,sqft,1.0,1.0,2150 W Missouri Ave APT 115,Phoenix,85015,1,"2150 W MISSOURI AVE, PHOENIX, AZ, 85015",-112.10516613229413,33.51692600981983
760,761,110000,7/1/2022,"1571 S 28th Dr, Phoenix, AZ, 85009",,,,0.36,acres,,,1571 S 28th Dr,Phoenix,85009,0,,,
761,762,110000,9/30/2022,"2701 W Fillmore St, Phoenix, AZ, 85009",1365.0,sqft,80.59,0.26,acres,,2.0,2701 W Fillmore St,Phoenix,85009,1,"2701 W FILLMORE ST, PHOENIX, AZ, 85009",-112.11751510042353,33.45466771257617
762,763,110000,1/12/2024,"2612 W Berridge Ln UNIT 223, Phoenix, AZ, 85017",750.0,sqft,146.67,2.6,acres,1.0,1.0,2612 W Berridge Ln UNIT 223,Phoenix,85017,1,"2612 W BERRIDGE LN, PHOENIX, AZ, 85017",-112.11635391165282,33.525961678342185
763,764,110000,3/18/2024,"2650 W Union Hills Dr LOT 159, Phoenix, AZ, 85027",1568.0,sqft,70.15,17.63,acres,3.0,2.0,2650 W Union Hills Dr LOT 159,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
764,765,110000,2/24/2023,"2131 E Union Hills Dr #M37, Phoenix, AZ, 85022",1040.0,sqft,105.77,3500.0,sqft,3.0,2.0,2131 E Union Hills Dr #M37,Phoenix,85022,1,"2131 E UNION HILLS DR, PHOENIX, AZ, 85024",-112.03604460952153,33.65494255711377
765,766,110000,6/25/2021,"4750 N Central Ave #S7, Phoenix, AZ, 85012",442.0,sqft,248.87,415.0,sqft,,1.0,4750 N Central Ave #S7,Phoenix,85012,1,"4750 N CENTRAL AVE, PHOENIX, AZ, 85012",-112.0738263994404,33.50574741280093
766,767,110000,10/18/2021,"2698 N 43rd Ave APT C, Phoenix, AZ, 85009",1036.0,sqft,106.18,266.0,sqft,2.0,2.0,2698 N 43rd Ave APT C,Phoenix,85009,1,"2698 N 43RD AVE, PHOENIX, AZ, 85009",-112.151739655693,33.47793717867114
767,768,110000,5/13/2022,"2806 N 43rd Ave APT C, Phoenix, AZ, 85009",1036.0,sqft,106.18,266.0,sqft,2.0,2.0,2806 N 43rd Ave APT C,Phoenix,85009,1,"2806 N 43RD AVE, PHOENIX, AZ, 85009",-112.15172940184107,33.47924926568476
768,769,110000,3/14/2023,"1710 E Michelle Dr, Phoenix, AZ, 85022",1248.0,sqft,88.14,,,3.0,2.0,1710 E Michelle Dr,Phoenix,85022,1,"1710 E MICHELLE DR, PHOENIX, AZ, 85022",-112.04675662888718,33.650413149693804
769,770,110000,7/29/2022,"2664 N 43rd Ave APT B, Phoenix, AZ, 85009",1036.0,sqft,106.18,269.0,sqft,2.0,1.0,2664 N 43rd Ave APT B,Phoenix,85009,1,"2664 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174467445252,33.47753390295378
770,771,111000,,"3646 N 67th Ave UNIT 101, Phoenix, AZ, 85033",528.0,sqft,210.23,1847.0,sqft,1.0,1.0,3646 N 67th Ave UNIT 101,Phoenix,85033,1,"3646 N 67TH AVE, PHOENIX, AZ, 85033",-112.20330639208532,33.4891143303326
771,772,111000,6/10/2021,"5244 S 38th Dr, Phoenix, AZ, 85041",1216.0,sqft,91.28,6826.0,sqft,,2.0,5244 S 38th Dr,Phoenix,85041,1,"5244 S 38TH DR, PHOENIX, AZ, 85041",-112.14140760042983,33.397718577862406
772,773,111000,9/23/2022,"2621 E Morrow Dr, Phoenix, AZ, 85050",480.0,sqft,231.25,8928.0,sqft,2.0,1.0,2621 E Morrow Dr,Phoenix,85050,1,"2621 E MORROW DR, PHOENIX, AZ, 85050",-112.02637707905512,33.65781597903674
773,774,111000,8/25/2021,"3155 E Chipman Rd, Phoenix, AZ, 85040",,,,10387.0,sqft,,,3155 E Chipman Rd,Phoenix,85040,0,"3155 E CHIPMAN RD, PHOENIX, AZ, 85040",-112.01329745612088,33.402330590368194
774,775,111000,10/18/2021,"18026 N Cave Creek Rd UNIT 44, Phoenix, AZ, 85032",1350.0,sqft,82.22,,,2.0,2.0,18026 N Cave Creek Rd UNIT 44,Phoenix,85032,1,"18026 N CAVE CREEK RD, PHOENIX, AZ, 85032",-112.03091930309648,33.649838522644416
775,776,111000,9/3/2021,"2674 N 43rd Ave APT C, Phoenix, AZ, 85009",1036.0,sqft,107.14,270.0,sqft,2.0,2.0,2674 N 43rd Ave APT C,Phoenix,85009,1,"2674 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174336384314,33.47762433454403
776,777,111100,8/14/2023,"2233 E Behrend Dr LOT 207, Phoenix, AZ, 85024",1568.0,sqft,70.85,,,3.0,2.0,2233 E Behrend Dr LOT 207,Phoenix,85024,1,"2233 E BEHREND DR, PHOENIX, AZ, 85024",-112.0344849435113,33.665800306044844
777,778,111150,9/30/2021,"3601 W Tierra Buena Ln UNIT 145, Phoenix, AZ, 85053",619.0,sqft,179.56,716.0,sqft,1.0,1.0,3601 W Tierra Buena Ln UNIT 145,Phoenix,85053,1,"3601 W TIERRA BUENA LN, PHOENIX, AZ, 85053",-112.13617957487531,33.62877048777801
778,779,111150,9/30/2021,"3601 W Tierra Buena Ln UNIT 146, Phoenix, AZ, 85053",619.0,sqft,179.56,700.0,sqft,1.0,1.0,3601 W Tierra Buena Ln UNIT 146,Phoenix,85053,1,"3601 W TIERRA BUENA LN, PHOENIX, AZ, 85053",-112.13617957487531,33.62877048777801
779,780,112000,12/20/2023,"4625 W Thomas Rd UNIT 88, Phoenix, AZ, 85031",1159.0,sqft,96.64,1533.0,sqft,2.0,2.0,4625 W Thomas Rd UNIT 88,Phoenix,85031,1,"4625 W THOMAS RD, PHOENIX, AZ, 85031",-112.1586387420511,33.48044276078218
780,781,112000,1/10/2024,"4824 S 35th Dr, Phoenix, AZ, 85041",,,,6723.0,sqft,,,4824 S 35th Dr,Phoenix,85041,0,"4824 S 35TH DR, PHOENIX, AZ, 85041",-112.13473705570459,33.40245609275803
781,782,112000,4/17/2023,"3229 W Monroe St, Phoenix, AZ, 85009",1039.0,sqft,107.8,7111.0,sqft,,2.0,3229 W Monroe St,Phoenix,85009,1,"3229 W MONROE ST, PHOENIX, AZ, 85009",-112.12951930762051,33.45039341256023
782,783,112000,5/7/2021,"3828 N 32nd St UNIT 106, Phoenix, AZ, 85018",638.0,sqft,175.55,638.0,sqft,1.0,1.0,3828 N 32nd St UNIT 106,Phoenix,85018,1,"3828 N 32ND ST, PHOENIX, AZ, 85018",-112.01303308775272,33.49227721557469
783,784,112000,6/2/2021,"4232 S 46th Pl, Phoenix, AZ, 85040",924.0,sqft,121.21,1159.0,sqft,2.0,1.0,4232 S 46th Pl,Phoenix,85040,1,"4232 S 46TH PL, PHOENIX, AZ, 85040",-111.98164432364587,33.4086845795444
784,785,112000,,"4050 S 44th Way, Phoenix, AZ, 85040",792.0,sqft,141.41,1456.0,sqft,2.0,1.0,4050 S 44th Way,Phoenix,85040,0,"4050 S 44TH WAY, PHOENIX, AZ, 85040",-111.98481979638683,33.40930226504702
785,786,112000,6/17/2021,"305 E Roeser Rd APT C, Phoenix, AZ, 85040",1584.0,sqft,70.71,6215.0,sqft,4.0,2.0,305 E Roeser Rd APT C,Phoenix,85040,1,"305 E ROESER RD, PHOENIX, AZ, 85040",-112.06996840737315,33.39951359370059
786,787,112000,8/24/2023,"3535 W Tierra Buena Ln UNIT 270, Phoenix, AZ, 85053",619.0,sqft,180.94,720.0,sqft,1.0,1.0,3535 W Tierra Buena Ln UNIT 270,Phoenix,85053,1,"3535 W TIERRA BUENA LN, PHOENIX, AZ, 85053",-112.13568244548804,33.6287759808946
787,788,112000,6/28/2023,"500 N 67th Ave #80, Phoenix, AZ, 85043",1416.0,sqft,79.1,,,3.0,2.0,500 N 67th Ave #80,Phoenix,85043,0,"500 N 67TH AVE, PHOENIX, AZ, 85043",-112.20348621743398,33.454374770065385
788,789,112000,4/23/2021,"2425 W Missouri Ave #5421, Phoenix, AZ, 85015",1000.0,sqft,112.0,,,2.0,2.0,2425 W Missouri Ave #5421,Phoenix,85015,1,"2425 W MISSOURI AVE, PHOENIX, AZ, 85015",-112.11113826804922,33.51673182664166
789,790,112500,12/16/2022,"4140 N 104th Dr UNIT 73, Phoenix, AZ, 85037",659.0,sqft,170.71,633.0,sqft,1.0,1.0,4140 N 104th Dr UNIT 73,Phoenix,85037,1,"4140 N 104TH DR, PHOENIX, AZ, 85037",-112.2850180948443,33.494593500630515
790,791,112500,3/8/2023,"4417 N 36th Dr, Phoenix, AZ, 85019",1364.0,sqft,82.48,10054.0,sqft,,2.0,4417 N 36th Dr,Phoenix,85019,1,"4417 N 36TH DR, PHOENIX, AZ, 85019",-112.1364282553563,33.50081236219529
791,792,112500,3/3/2023,"21622 N 23rd Ave UNIT 103B, Phoenix, AZ, 85027",768.0,sqft,146.48,688.0,sqft,2.0,1.0,21622 N 23rd Ave UNIT 103B,Phoenix,85027,1,"21622 N 23RD AVE, PHOENIX, AZ, 85027",-112.10872971721926,33.68213742655763
792,793,112500,3/3/2023,"21622 N 23rd Ave UNIT 206B, Phoenix, AZ, 85027",768.0,sqft,146.48,66.0,sqft,,1.0,21622 N 23rd Ave UNIT 206B,Phoenix,85027,1,"21622 N 23RD AVE, PHOENIX, AZ, 85027",-112.10872971721926,33.68213742655763
793,794,112500,8/26/2021,"18202 N Cave Creek Rd APT 117, Phoenix, AZ, 85032",608.0,sqft,185.03,640.0,sqft,1.0,1.0,18202 N Cave Creek Rd APT 117,Phoenix,85032,1,"18202 N CAVE CREEK RD, PHOENIX, AZ, 85032",-112.03091965454797,33.65147466605771
794,795,112500,10/26/2022,"2650 W Union Hills Dr LOT 70, Phoenix, AZ, 85027",1700.0,sqft,66.18,17.63,acres,2.0,2.0,2650 W Union Hills Dr LOT 70,Phoenix,85027,1,"2650 W UNION HILLS DR, PHOENIX, AZ, 85027",-112.11598419738482,33.654742663094964
795,796,112500,7/21/2023,"16612 N 2nd Dr, Phoenix, AZ, 85023",1344.0,sqft,83.71,,,3.0,2.0,16612 N 2nd Dr,Phoenix,85023,1,"16612 N 2ND DR, PHOENIX, AZ, 85023",-112.07717569376359,33.636774134370114
796,797,112500,12/16/2022,"16005 N 32nd St #157, Phoenix, AZ, 85032",1456.0,sqft,77.27,,,4.0,2.0,16005 N 32nd St #157,Phoenix,85032,1,"16005 N 32ND ST, PHOENIX, AZ, 85032",-112.01335615598418,33.631824406812825
797,798,112777,1/2/2024,"436 N 12th St, Phoenix, AZ, 85006",,,,1.1,acres,,,436 N 12th St,Phoenix,85006,0,"436 N 12TH ST, PHOENIX, AZ, 85006",-112.0560015316849,33.453276656624894
798,799,113000,5/26/2021,"3646 N 69th Ave UNIT 102, Phoenix, AZ, 85033",700.0,sqft,161.43,1930.0,sqft,2.0,1.0,3646 N 69th Ave UNIT 102,Phoenix,85033,1,"3646 N 69TH AVE, PHOENIX, AZ, 85033",-112.20763865344708,33.48980858195273
799,800,113000,9/21/2023,"3810 N Maryvale Pkwy APT 1018, Phoenix, AZ, 85031",672.0,sqft,168.15,669.0,sqft,1.0,1.0,3810 N Maryvale Pkwy APT 1018,Phoenix,85031,1,"3810 N MARYVALE PKWY, PHOENIX, AZ, 85031",-112.17420499727262,33.49205264437711
800,801,113000,4/26/2021,"1616 N 63rd Ave APT 48, Phoenix, AZ, 85035",700.0,sqft,161.43,1821.0,sqft,2.0,1.0,1616 N 63rd Ave APT 48,Phoenix,85035,1,"1616 N 63RD AVE, PHOENIX, AZ, 85035",-112.19517813950392,33.46723174584116
801,802,113000,12/8/2023,"1501 S 31st Ave, Phoenix, AZ, 85009",540.0,sqft,209.26,3588.0,sqft,,1.0,1501 S 31st Ave,Phoenix,85009,0,"1501 S 31ST AVE, PHOENIX, AZ, 85009",-112.12587511689736,33.43387026328884
802,803,113000,11/12/2021,"7121 W Hazelwood St, Phoenix, AZ, 85033",625.0,sqft,180.8,1956.0,sqft,1.0,1.0,7121 W Hazelwood St,Phoenix,85033,1,"7121 W HAZELWOOD ST, PHOENIX, AZ, 85033",-112.21267506643431,33.50508086570909
803,804,113000,4/11/2023,"2345 W Beck Ln, Phoenix, AZ, 85023",1350.0,sqft,83.7,7.0,acres,3.0,2.0,2345 W Beck Ln,Phoenix,85023,1,"2345 W BECK LN, PHOENIX, AZ, 85023",-112.11007226664702,33.62573561709206
804,805,113000,7/30/2021,"7101 N 36th Ave APT 129, Phoenix, AZ, 85051",1024.0,sqft,110.35,1029.0,sqft,3.0,2.0,7101 N 36th Ave APT 129,Phoenix,85051,1,"7101 N 36TH AVE, PHOENIX, AZ, 85051",-112.13603073899105,33.54078137571213
805,806,113000,6/12/2023,"3607 W Melvin St, Phoenix, AZ, 85009",800.0,sqft,141.25,6161.0,sqft,,1.0,3607 W Melvin St,Phoenix,85009,0,"3607 W MELVIN ST, PHOENIX, AZ, 85009",-112.13686947640178,33.45227158999052
806,807,113700,2/25/2022,"601 W Mobile Ln, Phoenix, AZ, 85041",,,,595.0,sqft,,,601 W Mobile Ln,Phoenix,85041,0,"601 W MOBILE LN, PHOENIX, AZ, 85041",-112.08028142674863,33.40080959405992
807,808,113700,2/25/2022,"527 W Mobile Ln, Phoenix, AZ, 85041",,,,5959.0,sqft,,,527 W Mobile Ln,Phoenix,85041,0,"527 W MOBILE LN, PHOENIX, AZ, 85041",-112.0790646358642,33.400809593996655
808,809,114000,6/11/2021,"4049 S 44th Way, Phoenix, AZ, 85040",792.0,sqft,143.94,1456.0,sqft,2.0,1.0,4049 S 44th Way,Phoenix,85040,1,"4049 S 44TH WAY, PHOENIX, AZ, 85040",-111.98468255397825,33.40930992686964
809,810,114000,3/31/2022,"10410 N Cave Creek Rd UNIT 1068, Phoenix, AZ, 85020",1082.0,sqft,105.36,1197.0,sqft,2.0,2.0,10410 N Cave Creek Rd UNIT 1068,Phoenix,85020,1,"10410 N CAVE CREEK RD, PHOENIX, AZ, 85020",-112.05280763189944,33.58082603483746
810,811,114000,5/7/2021,"6837 N 4th Pl, Phoenix, AZ, 85012",2149.0,sqft,53.05,8568.0,sqft,,2.33,6837 N 4th Pl,Phoenix,85012,1,"6837 N 4TH PL, PHOENIX, AZ, 85012",-112.06764004800164,33.537239243443025
811,812,114000,5/7/2021,"7101 N 36th Ave APT 120, Phoenix, AZ, 85051",851.0,sqft,133.96,851.0,sqft,2.0,2.0,7101 N 36th Ave APT 120,Phoenix,85051,1,"7101 N 36TH AVE, PHOENIX, AZ, 85051",-112.13603073899105,33.54078137571213
812,813,114000,8/29/2022,"3602 W Bethany Home Rd, Phoenix, AZ, 85019",1000.0,sqft,114.0,8446.0,sqft,,,3602 W Bethany Home Rd,Phoenix,85019,0,"3602 W BETHANY HOME RD, PHOENIX, AZ, 85019",-112.13617272067012,33.524025114444896
813,814,114000,7/28/2023,"3614 W Melvin St, Phoenix, AZ, 85009",,,,6209.0,sqft,,,3614 W Melvin St,Phoenix,85009,0,"3614 W MELVIN ST, PHOENIX, AZ, 85009",-112.13703459121905,33.452386181380746
814,815,114211,12/14/2023,"4120 W State Ave, Phoenix, AZ, 85051",1413.0,sqft,80.83,7096.0,sqft,3.0,2.0,4120 W State Ave,Phoenix,85051,1,"4120 W STATE AVE, PHOENIX, AZ, 85051",-112.14839970345395,33.54357206154316
815,816,114500,9/9/2021,"3524 W Dunlap Ave #117, Phoenix, AZ, 85051",1108.0,sqft,103.34,59.0,sqft,2.0,2.0,3524 W Dunlap Ave #117,Phoenix,85051,1,"3524 W DUNLAP AVE, PHOENIX, AZ, 85051",-112.13513510967039,33.56758452590708
816,817,115000,9/24/2021,"3646 N 69th Ave UNIT 103, Phoenix, AZ, 85033",700.0,sqft,164.29,1934.0,sqft,,1.0,3646 N 69th Ave UNIT 103,Phoenix,85033,1,"3646 N 69TH AVE, PHOENIX, AZ, 85033",-112.20763865344708,33.48980858195273
817,818,115000,12/17/2021,"3645 N 69th Ave UNIT 19, Phoenix, AZ, 85033",840.0,sqft,136.9,1934.0,sqft,2.0,1.0,3645 N 69th Ave UNIT 19,Phoenix,85033,1,"3645 N 69TH AVE, PHOENIX, AZ, 85033",-112.20750125113744,33.48956202263133
818,819,115000,8/31/2021,"3645 N 69th Ave UNIT 87, Phoenix, AZ, 85033",708.0,sqft,162.43,1302.0,sqft,2.0,1.0,3645 N 69th Ave UNIT 87,Phoenix,85033,1,"3645 N 69TH AVE, PHOENIX, AZ, 85033",-112.20750125113744,33.48956202263133
819,820,115000,11/5/2021,"3645 N 69th Ave UNIT 91, Phoenix, AZ, 85033",840.0,sqft,136.9,2030.0,sqft,2.0,1.0,3645 N 69th Ave UNIT 91,Phoenix,85033,1,"3645 N 69TH AVE, PHOENIX, AZ, 85033",-112.20750125113744,33.48956202263133
820,821,115000,12/8/2021,"7013 W Flower St, Phoenix, AZ, 85033",1216.0,sqft,94.57,6660.0,sqft,,2.0,7013 W Flower St,Phoenix,85033,1,"7013 W FLOWER ST, PHOENIX, AZ, 85033",-112.21078302229273,33.4849148504303
821,822,115000,11/30/2021,"3810 N Maryvale Pkwy APT 2028, Phoenix, AZ, 85031",936.0,sqft,122.86,998.0,sqft,2.0,2.0,3810 N Maryvale Pkwy APT 2028,Phoenix,85031,1,"3810 N MARYVALE PKWY, PHOENIX, AZ, 85031",-112.17420499727262,33.49205264437711
822,823,115000,8/18/2022,"2648 N 43rd Ave #9B, Phoenix, AZ, 85009",1036.0,sqft,111.0,269.0,sqft,,1.0,2648 N 43rd Ave #9B,Phoenix,85009,1,"2648 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174677142755,33.477389212409435
823,824,115000,3/31/2023,"2684 N 43rd Ave #27C, Phoenix, AZ, 85009",1036.0,sqft,111.0,278.0,sqft,,1.0,2684 N 43rd Ave #27C,Phoenix,85009,1,"2684 N 43RD AVE, PHOENIX, AZ, 85009",-112.15174205323365,33.47771476613423
824,825,115000,6/8/2022,"2806 N 43rd Ave #37D, Phoenix, AZ, 85009",1106.0,sqft,103.98,266.0,sqft,,1.0,2806 N 43rd Ave #37D,Phoenix,85009,1,"2806 N 43RD AVE, PHOENIX, AZ, 85009",-112.15172940184107,33.47924926568476
825,826,115000,5/12/2021,"5310 W Lynwood St, Phoenix, AZ, 85043",972.0,sqft,118.31,892.0,sqft,3.0,1.0,5310 W Lynwood St,Phoenix,85043,1,"5310 W LYNWOOD ST, PHOENIX, AZ, 85043",-112.17506979768729,33.46554146506503
826,827,115000,3/23/2022,"2846 N 46th Ave APT 6, Phoenix, AZ, 85035",916.0,sqft,125.55,1023.0,sqft,2.0,1.0,2846 N 46th Ave APT 6,Phoenix,85035,1,"2846 N 46TH AVE, PHOENIX, AZ, 85035",-112.15778323612187,33.479736541704995
827,828,115000,2/29/2024,"5419 W Thomas Rd, Phoenix, AZ, 85031",1742.0,sqft,66.02,0.3,acres,,2.0,5419 W Thomas Rd,Phoenix,85031,1,"5419 W THOMAS RD, PHOENIX, AZ, 85031",-112.1759504463094,33.48045734270096
828,829,115000,12/10/2021,"3840 N 43rd Ave APT 66, Phoenix, AZ, 85031",980.0,sqft,117.35,506.0,sqft,2.0,2.0,3840 N 43rd Ave APT 66,Phoenix,85031,1,"3840 N 43RD AVE, PHOENIX, AZ, 85031",-112.15174100026968,33.492485990624004
829,830,115000,12/19/2022,"3531 W Encanto Blvd, Phoenix, AZ, 85009",947.0,sqft,121.44,6800.0,sqft,,1.0,3531 W Encanto Blvd,Phoenix,85009,1,"3531 W ENCANTO BLVD, PHOENIX, AZ, 85009",-112.13509303844398,33.473109454555015
830,831,115000,3/24/2021,"3620 W Monte Vista Rd, Phoenix, AZ, 85009",945.0,sqft,121.69,6543.0,sqft,3.0,1.0,3620 W Monte Vista Rd,Phoenix,85009,1,"3620 W MONTE VISTA RD, PHOENIX, AZ, 85009",-112.13703576097953,33.471763178742265
831,832,115000,4/18/2022,"2837 W Garfield St, Phoenix, AZ, 85009",1349.0,sqft,85.25,6839.0,sqft,,1.0,2837 W Garfield St,Phoenix,85009,1,"2837 W GARFIELD ST, PHOENIX, AZ, 85009",-112.12054440964346,33.45769409521915
832,833,115000,11/15/2022,"1831 W Mulberry Dr #3, Phoenix, AZ, 85015",576.0,sqft,199.65,581.0,sqft,,1.0,1831 W Mulberry Dr #3,Phoenix,85015,1,"1831 W MULBERRY DR, PHOENIX, AZ, 85015",-112.09849075827492,33.48681536764536
833,834,115000,11/15/2022,"1831 W Mulberry Dr #11, Phoenix, AZ, 85015",576.0,sqft,199.65,594.0,sqft,,1.0,1831 W Mulberry Dr #11,Phoenix,85015,1,"1831 W MULBERRY DR, PHOENIX, AZ, 85015",-112.09849075827492,33.48681536764536
834,835,115000,10/6/2023,"4216 S 5th St, Phoenix, AZ, 85040",858.0,sqft,134.03,9150.0,sqft,,1.67,4216 S 5th St,Phoenix,85040,1,"4216 S 5TH ST, PHOENIX, AZ, 85040",-112.06716100907772,33.407957597106076
835,836,115000,10/6/2023,"4228 S 5th St, Phoenix, AZ, 85040",621.0,sqft,185.19,9150.0,sqft,,1.0,4228 S 5th St,Phoenix,85040,1,"4228 S 5TH ST, PHOENIX, AZ, 85040",-112.0671630490674,33.40778317908138
836,837,115000,7/29/2021,"6444 S 6th Ave, Phoenix, AZ, 85041",788.0,sqft,145.94,7301.0,sqft,2.0,1.0,6444 S 6th Ave,Phoenix,85041,1,"6444 S 6TH AVE, PHOENIX, AZ, 85041",-112.08092118912981,33.387310060541836
837,838,115000,6/13/2023,"1106 E Papago St, Phoenix, AZ, 85034",1145.0,sqft,100.44,6494.0,sqft,,1.0,1106 E Papago St,Phoenix,85034,1,"1106 E PAPAGO ST, PHOENIX, AZ, 85034",-112.05846640048605,33.43412597753115
838,839,115000,6/28/2022,"1740 E Oak St, Phoenix, AZ, 85006",1048.0,sqft,109.73,10.0,acres,3.0,1.0,1740 E Oak St,Phoenix,85006,1,"1740 E OAK ST, PHOENIX, AZ, 85006",-112.04384504805557,33.472969173704826
839,840,115000,10/3/2023,"2814 E Roeser Rd, Phoenix, AZ, 85040",408.0,sqft,281.86,7218.0,sqft,1.0,1.0,2814 E Roeser Rd,Phoenix,85040,1,"2814 E ROESER RD, PHOENIX, AZ, 85040",-112.02046349431691,33.39973618249297
840,841,115000,2/8/2024,"4102 E Park St, Phoenix, AZ, 85042",840.0,sqft,136.9,6504.0,sqft,,,4102 E Park St,Phoenix,85042,0,"4102 E PARK ST, PHOENIX, AZ, 85042",-111.99483041026065,33.38070118376697
841,842,115000,1/17/2023,"4519 E Pueblo Ave, Phoenix, AZ, 85040",924.0,sqft,124.46,814.0,sqft,2.0,1.0,4519 E Pueblo Ave,Phoenix,85040,1,"4519 E PUEBLO AVE, PHOENIX, AZ, 85040",-111.98301518392395,33.40773958805295
842,843,115000,5/11/2021,"4433 E Wood St, Phoenix, AZ, 85040",924.0,sqft,124.46,814.0,sqft,2.0,2.0,4433 E Wood St,Phoenix,85040,1,"4433 E WOOD ST, PHOENIX, AZ, 85040",-111.98570205601828,33.408523601484205
843,844,115000,5/27/2021,"6744 W Devonshire Ave, Phoenix, AZ, 85033",1008.0,sqft,114.09,980.0,sqft,2.0,1.0,6744 W Devonshire Ave,Phoenix,85033,1,"6744 W DEVONSHIRE AVE, PHOENIX, AZ, 85033",-112.20379390347983,33.497406073842
844,845,115000,3/31/2021,"4261 N 67th Dr, Phoenix, AZ, 85033",1008.0,sqft,114.09,850.0,sqft,3.0,1.0,4261 N 67th Dr,Phoenix,85033,1,"4261 N 67TH DR, PHOENIX, AZ, 85033",-112.20379494333639,33.4981590563047
845,846,115000,3/24/2021,"4243 N 68th Dr, Phoenix, AZ, 85033",1008.0,sqft,114.09,948.0,sqft,4.0,2.0,4243 N 68th Dr,Phoenix,85033,1,"4243 N 68TH DR, PHOENIX, AZ, 85033",-112.20623310545358,33.4978522057267
846,847,115000,5/28/2021,"4035 W Reade Ave, Phoenix, AZ, 85019",924.0,sqft,124.46,1503.0,sqft,2.0,1.0,4035 W Reade Ave,Phoenix,85019,1,"4035 W READE AVE, PHOENIX, AZ, 85019",-112.14629602656754,33.510366582577944
847,848,115000,4/22/2021,"5036 N 41st Ave, Phoenix, AZ, 85019",924.0,sqft,124.46,1978.0,sqft,2.0,2.0,5036 N 41st Ave,Phoenix,85019,1,"5036 N 41ST AVE, PHOENIX, AZ, 85019",-112.14740898218395,33.51062780586591
848,849,115000,4/15/2021,"3119 W Cochise Dr UNIT 136, Phoenix, AZ, 85051",754.0,sqft,152.52,846.0,sqft,1.0,1.0,3119 W Cochise Dr UNIT 136,Phoenix,85051,1,"3119 W COCHISE DR, PHOENIX, AZ, 85051",-112.12896067551355,33.58053057213198
849,850,115000,7/31/2023,"4022 W Charter Oak Rd, Phoenix, AZ, 85029",1699.0,sqft,67.69,7179.0,sqft,,2.67,4022 W Charter Oak Rd,Phoenix,85029,1,"4022 W CHARTER OAK RD, PHOENIX, AZ, 85029",-112.14482791409552,33.59816278016359
850,851,115000,3/22/2021,"3237 W Sharon Ave, Phoenix, AZ, 85029",1300.0,sqft,88.46,7734.0,sqft,3.0,2.0,3237 W Sharon Ave,Phoenix,85029,1,"3237 W SHARON AVE, PHOENIX, AZ, 85029",-112.12807973584603,33.609427599527976
851,852,115000,2/3/2023,"6230 N 33rd Ave UNIT 107, Phoenix, AZ, 85017",975.0,sqft,117.95,1125.0,sqft,2.0,2.0,6230 N 33rd Ave UNIT 107,Phoenix,85017,1,"6230 N 33RD AVE, PHOENIX, AZ, 85017",-112.12999271341164,33.52857344210696
852,853,115000,8/3/2021,"6814 N 35th Ave N UNIT D, Phoenix, AZ, 85017",728.0,sqft,157.97,784.0,sqft,2.0,1.0,6814 N 35th Ave N UNIT D,Phoenix,85017,1,"6814 N 35TH AVE, PHOENIX, AZ, 85017",-112.13438527643916,33.536913808134955
853,854,115000,5/10/2022,"2412 W Campbell Ave APT 318, Phoenix, AZ, 85015",840.0,sqft,136.9,89.0,sqft,2.0,1.0,2412 W Campbell Ave APT 318,Phoenix,85015,1,"2412 W CAMPBELL AVE, PHOENIX, AZ, 85015",-112.11075243795744,33.50228888497929
